"id","etiqueta_original","texto_original","top_terminos_tfidf"
"465","mixto","sirve pero no es igual","servir:1.4810, pero:0.8752, no:0.7892"
"466","mixto","buen precio pero mala caja","caja:0.9015, malo:0.8440, precio:0.7803, buen:0.6752, pero:0.5251"
"467","mixto","llego rapido pero rayado","rapido:1.6306, llego:1.5292, rayado:1.4015, pero:0.6564"
"468","mixto","cumple pero esperaba mas","esperar:1.3674, cumplir:1.2448, pero:0.8752"
"469","mixto","me gusto aunque no al 100","gusto:2.4052, aunque:1.0946, no:0.7892"
"470","mixto","esta bien pero no perfecto","perfecto:1.2411, bien:0.8209, pero:0.6564, no:0.5919"
"471","mixto","El producto funciona bien, pero llegó con la caja un poco golpeada.","golpeado:0.8560, caja:0.7513, bien:0.5473, funcionar:0.5332, producto:0.5302"
"472","mixto","Me gustó el diseño, aunque la calidad del material pudo ser mejor.","diseño:0.8906, material:0.7119, mejor:0.6837, gustar:0.6030, calidad:0.5857"
"473","mixto","Llegó rápido, pero el color no era exactamente el que pedí.","exactamente:1.0871, pedir:0.9938, color:0.7816, rápido:0.6992, pero:0.4376"
"474","mixto","La prenda está bonita, pero la talla viene algo reducida.","reducido:1.2026, prenda:1.0499, talla:0.9716, bonito:0.8107, venir:0.6224"
"475","mixto","El cargador funciona, aunque se calienta después de un rato.","rato:1.1926, calentar:1.1212, cargador:1.0539, aunque:0.6568, funcionar:0.6398"
"476","mixto","El juguete le gustó a mi hijo, pero venía sin pilas.","hijo:1.0308, pila:0.9318, juguete:0.7748, venir:0.5335, gustar:0.5169"
"477","mixto","La crema huele bien, pero el envase llegó medio abierto.","envase:1.2026, oler:1.0871, crema:0.8906, abierto:0.8668, bien:0.5473"
"478","mixto","El sartén cocina bien, aunque se raya con facilidad.","cocín:1.2026, facilidad:1.2026, rayar:1.1350, sartén:1.0499, aunque:0.5473"
"479","mixto","El producto es bueno, pero el envío tardó más de lo indicado.","envío:0.8107, indicado:0.8030, tardar:0.8030, bueno:0.7569, producto:0.5302"
"480","mixto","La app es fácil de usar, pero el seguimiento del pedido falló.","seguimiento:1.0499, app:0.9040, fácil:0.8459, fallar:0.8030, pedido:0.7569"
"481","mixto","Me gustó el artículo, aunque el empaque venía maltratado.","maltratado:0.8906, empaque:0.8107, artículo:0.6695, venir:0.6224, gustar:0.6030"
"482","mixto","La bocina suena bien, pero la batería no dura tanto.","sonar:0.9729, bocina:0.7528, duro:0.7337, batería:0.7019, bien:0.4691"
"483","mixto","Los tenis son cómodos, aunque el color se ve diferente.","cómodo:1.5292, tenis:1.3560, color:1.1725, aunque:0.8209"
"484","mixto","El producto cumple, pero esperaba mejores acabados.","acabado:0.8107, esperar:0.6837, mejor:0.6837, cumplir:0.6224, producto:0.5302"
"485","mixto","Buen precio, aunque la calidad no es tan alta.","alto:1.2026, precio:0.6502, calidad:0.5857, buen:0.5627, aunque:0.5473"
"486","mixto","El pedido llegó completo, pero un accesorio venía rayado.","rayado:0.9344, accesorio:0.8107, pedido:0.7569, completo:0.7119, venir:0.6224"
"487","mixto","La mochila es amplia, pero el cierre se siente débil.","amplio:1.3620, cierre:1.3620, débil:1.3045, mochilo:1.2599, pero:0.5251"
"488","mixto","El artículo funciona, aunque el manual es confuso.","confuso:1.2234, manual:1.0688, artículo:0.8034, aunque:0.6568, funcionar:0.6398"
"489","mixto","La entrega fue puntual, pero el producto venía sucio.","puntual:1.1350, sucio:1.0871, entrega:0.7628, venir:0.6224, producto:0.5302"
"490","mixto","Me gustó la compra, pero el vendedor tardó en responder.","responder:1.1350, vendedor:0.9519, tardar:0.8030, compra:0.6224, gustar:0.6030"
"491","mixto","El producto se ve bien, aunque no parece muy resistente.","resistente:1.0151, aunque:0.6568, bien:0.6568, producto:0.6363, no:0.4735"
"492","mixto","La camiseta tiene buen diseño, pero la tela es delgada.","delgar:1.2026, camiseta:1.0195, tela:1.0195, diseño:0.8906, buen:0.5627"
"493","mixto","El reloj es bonito, pero llegó sin pila.","pila:1.3045, reloj:1.0151, bonito:0.9728, sin:0.6863, pero:0.5251"
"494","mixto","El producto funciona correctamente, aunque llegó tarde.","correctamente:1.0688, tarde:0.9728, aunque:0.6568, funcionar:0.6398, producto:0.6363"
"495","mixto","La calidad es aceptable, pero el precio me parece elevado.","elevado:1.4431, aceptable:1.1659, precio:0.7803, calidad:0.7029, pero:0.5251"
"496","mixto","El artículo es útil, aunque el empaque no protegía mucho.","protegiar:1.2026, útil:0.8906, empaque:0.8107, artículo:0.6695, aunque:0.5473"
"497","mixto","La compra fue sencilla, pero el pago tardó en confirmarse.","pago:1.3045, sencillo:1.0272, tardar:0.9635, compra:0.7469, pero:0.5251"
"498","mixto","El producto llegó bien, aunque faltó una pieza pequeña.","faltar:0.9716, pequeño:0.8783, pieza:0.8274, aunque:0.5473, bien:0.5473"
"499","mixto","El diseño me encantó, pero el material se siente frágil.","frágil:1.1022, diseño:1.0688, encantar:1.0037, material:0.8542, pero:0.5251"
"500","mixto","Funciona como esperaba, aunque hace más ruido del normal.","ruido:1.1659, normal:1.0272, esperar:0.8204, aunque:0.6568, funcionar:0.6398"
"501","mixto","El envío fue rápido, pero el producto tenía un pequeño rayón.","rayón:0.9344, pequeño:0.8783, envío:0.8107, rápido:0.6992, producto:0.5302"
"502","mixto","La crema es buena, pero llegó con poca protección.","protección:1.6306, crema:1.3360, buen:0.8440, pero:0.6564"
"503","mixto","El juguete está bonito, aunque una parte se desprende fácil.","desprender:1.4431, juguete:1.0848, fácil:1.0151, bonito:0.9728, aunque:0.6568"
"504","mixto","La licuadora tiene buena potencia, pero es muy ruidosa.","ruidoso:1.4431, potencia:1.3045, licuadora:1.1022, buen:0.6752, pero:0.5251"
"505","mixto","El producto es práctico, pero la instalación fue complicada.","instalación:1.4431, complicar:1.3620, práctico:1.0688, producto:0.6363, pero:0.5251"
"506","mixto","Me gustó mucho, aunque llegó con un detalle en la pintura.","pintura:1.8039, detalle:1.1354, gustar:0.9046, aunque:0.8209"
"507","mixto","La calidad es buena, pero el paquete llegó abierto.","abierto:1.0401, paquete:0.9226, calidad:0.7029, buen:0.6752, pero:0.5251"
"508","mixto","El artículo sirve, aunque no trae todos los accesorios esperados.","traer:0.9729, esperado:0.8518, accesorio:0.6949, servir:0.6347, artículo:0.5738"
"509","mixto","El vendedor fue amable, pero el envío se demoró varios días.","amable:1.4431, demorar:1.4431, vendedor:1.1423, envío:0.9728, pero:0.5251"
"510","mixto","El producto es bonito, pero no coincide totalmente con la foto.","totalmente:0.8739, bonito:0.6949, coincidir:0.6819, foto:0.6758, producto:0.4545"
"511","mixto","Los audífonos se escuchan bien, aunque el cable parece débil.","débil:1.0871, escuchar:1.0871, audífono:0.9185, cable:0.8560, aunque:0.5473"
"512","mixto","El pedido llegó completo, pero la caja estaba aplastada.","aplastado:1.3045, pedido:0.9083, caja:0.9015, completo:0.8542, pero:0.5251"
"513","mixto","La talla me quedó bien, aunque la tela se siente delgada.","delgado:1.3620, tela:1.2234, talla:1.1659, aunque:0.6568, bien:0.6568"
"514","mixto","El producto cumple su función, pero no se ve muy durable.","durable:1.1350, función:0.9040, cumplir:0.6224, producto:0.5302, pero:0.4376"
"515","mixto","La app funcionó bien, pero la notificación de entrega llegó tarde.","notificación:1.0308, app:0.7748, tarde:0.6949, entrega:0.6538, bien:0.4691"
"516","mixto","El artículo es bueno, aunque el precio pudo ser menor.","menor:1.4431, bueno:0.9083, artículo:0.8034, precio:0.7803, aunque:0.6568"
"517","mixto","Me gustó el producto, pero tardó mucho en llegar.","llegar:1.0151, tardar:0.9635, gustar:0.7237, producto:0.6363, pero:0.5251"
"518","mixto","El empaque estaba bonito, aunque el producto tenía polvo.","polvo:1.4431, bonito:0.9728, empaque:0.9728, aunque:0.6568, producto:0.6363"
"519","mixto","La bocina tiene buen volumen, pero distorsiona un poco.","distorsionar:1.4431, volumen:1.3620, bocina:1.0539, buen:0.6752, pero:0.5251"
"520","mixto","El producto llegó rápido, pero no venía tan protegido.","protegido:0.9938, rápido:0.6992, venir:0.6224, producto:0.5302, pero:0.4376"
"521","mixto","El sartén funciona bien, aunque el mango se siente flojo.","mango:1.2026, sartén:1.0499, flojo:0.9938, aunque:0.5473, bien:0.5473"
"522","mixto","La mochila está bonita, pero una costura viene chueca.","chueco:1.2026, costura:1.1350, mochilo:1.0499, bonito:0.8107, venir:0.6224"
"523","mixto","El artículo es correcto, aunque esperaba mejor presentación.","correcto:1.0195, presentación:0.7751, esperar:0.6837, mejor:0.6837, artículo:0.6695"
"524","mixto","El producto es funcional, pero el color no me convenció.","convencer:1.2026, funcional:0.9716, color:0.7816, producto:0.5302, pero:0.4376"
"525","mixto","La compra fue buena, aunque la atención tardó en contestar.","atención:1.0871, contestar:1.0499, tardar:0.8030, compra:0.6224, buen:0.5627"
"526","mixto","El reloj se ve elegante, pero la correa es algo rígida.","correa:1.4431, rígido:1.4431, elegante:1.3620, reloj:1.0151, pero:0.5251"
"527","mixto","El producto llegó completo, aunque el manual venía doblado.","doblado:1.2026, manual:0.8906, completo:0.7119, venir:0.6224, aunque:0.5473"
"528","mixto","Los tenis son cómodos, pero el pegamento se nota en una orilla.","orilla:1.2026, pegamento:1.2026, notar:1.0871, cómodo:1.0195, tenis:0.9040"
"529","mixto","El artículo tiene buena apariencia, pero pesa más de lo esperado.","apariencia:1.4431, esperado:1.1926, artículo:0.8034, buen:0.6752, pero:0.5251"
"530","mixto","La crema deja buena sensación, aunque el olor es muy fuerte.","olor:1.0308, fuerte:0.9729, dejar:0.8739, sensación:0.8518, crema:0.7634"
"531","mixto","Funciona bien, pero el botón principal se siente duro.","principal:1.0499, botón:1.0195, duro:0.8560, bien:0.5473, funcionar:0.5332"
"532","mixto","La calidad es decente, aunque no iguala lo que muestran las fotos.","decente:1.0308, igualar:1.0308, mostrar:0.8009, foto:0.6758, calidad:0.5020"
"533","mixto","El producto sirve para lo básico, pero esperaba más funciones.","función:0.9040, básico:0.8107, servir:0.7405, esperar:0.6837, producto:0.5302"
"534","mixto","Me gustó la rapidez del envío, pero el producto tenía un golpe.","rapidez:1.2026, golpe:0.9040, envío:0.8107, gustar:0.6030, producto:0.5302"
"535","mixto","El artículo llegó en tiempo, aunque el empaque venía abierto.","abierto:0.8668, tiempo:0.8188, empaque:0.8107, artículo:0.6695, venir:0.6224"
"536","mixto","La prenda está bonita, pero se arruga demasiado fácil.","arrugar:1.4431, prenda:1.2599, fácil:1.0151, bonito:0.9728, pero:0.5251"
"537","mixto","El producto es bueno en general, pero la garantía no venía clara.","garantía:0.8739, general:0.8159, bueno:0.6488, venir:0.5335, producto:0.4545"
"538","mixto","El vendedor contestó, aunque tardó bastante en solucionar la duda.","solucionar:1.1350, contestar:1.0499, vendedor:0.9519, duda:0.9344, tardar:0.8030"
"539","mixto","El artículo llegó bien, pero la calidad del accesorio extra es baja.","extra:1.0308, bajo:0.8328, accesorio:0.6949, artículo:0.5738, calidad:0.5020"
"540","mixto","La compra fue fácil, pero el producto no era tan grande como esperaba.","fácil:0.8459, esperar:0.6837, compra:0.6224, producto:0.5302, pero:0.4376"
"541","mixto","El producto funciona, aunque la batería baja más rápido de lo anunciado.","anunciado:0.8328, bajo:0.8328, batería:0.7019, rápido:0.5993, aunque:0.4691"
"542","mixto","Me gustó el precio, pero el material no se siente premium.","premium:1.2026, material:0.7119, precio:0.6502, gustar:0.6030, pero:0.4376"
"543","mixto","El envío fue correcto, aunque el producto llegó con una marca pequeña.","marca:1.0871, correcto:1.0195, pequeño:0.8783, envío:0.8107, aunque:0.5473"
"544","mixto","El artículo cumple, pero requiere más cuidado del que imaginaba.","imaginar:1.2026, requerir:1.2026, cuidado:1.0499, artículo:0.6695, cumplir:0.6224"
"545","mixto","El producto me gustó, aunque tuvo detalles que podrían mejorar.","mejorar:1.3620, detalle:0.9083, gustar:0.7237, aunque:0.6568, producto:0.6363"
"546","mixto","El artículo me pareció bueno en general porque funciona y tiene buen diseño, pero el empaque llegó abierto y eso me dejó con duda sobre el manejo del envío.","manejo:0.5550, general:0.4393, duda:0.4312, parecer:0.4239, diseño:0.4111"
"547","mixto","La experiencia de compra fue sencilla y el producto cumple su función, aunque esperaba una mejor calidad en los materiales y una entrega más cuidada.","cuidado:0.4846, experiencia:0.4705, función:0.4172, sencillo:0.3951, entrega:0.3520"
"548","mixto","Me agradó el producto porque es útil para el día a día, pero la publicación debería explicar mejor el tamaño real y los accesorios incluidos.","explicar:0.6013, real:0.6013, agradar:0.5675, deber:0.4969, tamaño:0.4969"
"549","mixto","El pedido llegó dentro del tiempo marcado y sí corresponde a lo comprado, pero la caja venía maltratada y el producto tenía una marca pequeña.","comprado:0.6013, marcado:0.5675, marca:0.5435, maltratado:0.4453, pequeño:0.4391"
"550","mixto","La calidad es aceptable para el precio y funciona bien, aunque después de usarlo noté que algunos acabados podrían mejorar.","noté:0.8017, mejorar:0.7567, aceptable:0.6477, acabado:0.5405, precio:0.4335"
"551","mixto","pues Me gustó el precio del blusa, pero el material no tanto. :(","blusa:1.0499, material:0.7119, precio:0.6502, gustar:0.6030, pero:0.4376"
"552","mixto","Me gustó el precio del mouse, pero el material no tanto.","mouse:0.9040, material:0.7119, precio:0.6502, gustar:0.6030, pero:0.4376"
"553","mixto","El rasuradora funciona, pero la batería dura poco.","rasuradora:1.1423, duro:1.0272, batería:0.9826, funcionar:0.6398, pero:0.5251"
"554","mixto","El pantalón es útil, aunque venía incompleto.","pantalón:1.1022, útil:1.0688, incompleto:1.0272, venir:0.7469, aunque:0.6568"
"555","mixto","pues El mouse está bonito, pero se siente frágil. :(","frágil:1.3777, mouse:1.3560, bonito:1.2161, pero:0.6564"
"556","mixto","ok, Me gustó el precio del gel, pero el material no tanto. :(","gel:1.0499, material:0.7119, precio:0.6502, gustar:0.6030, pero:0.4376"
"557","mixto","Me gustó el precio del figura, pero el material no tanto. jeje","figura:0.8739, jeje:0.7873, material:0.6102, precio:0.5573, gustar:0.5169"
"558","mixto","la verdad El zapatos funciona, pero la batería dura poco.","zapato:1.1926, duro:1.0272, batería:0.9826, funcionar:0.6398, pero:0.5251"
"559","mixto","El freidora cumple, aunque esperaba mejor calidad. pero bueno","freidora:0.7139, bueno:0.5677, esperar:0.5128, mejor:0.5128, cumplir:0.4668"
"560","mixto","ok, Me gustó el precio del gorra, pero el material no tanto. pero bueno","gorra:0.7454, pero:0.6564, bueno:0.5677, material:0.5339, precio:0.4877"
"561","mixto","Me gustó el precio del muñeca, pero el material no tanto.","muñeca:1.0195, material:0.7119, precio:0.6502, gustar:0.6030, pero:0.4376"
"562","mixto","sinceramente Me gustó el tenis, aunque tardó en llegar. :(","sinceramente:0.9344, tenis:0.9040, llegar:0.8459, tardar:0.8030, gustar:0.6030"
"563","mixto","El jabón sirve, pero no es igual a la foto.","jabón:1.1212, foto:0.9461, servir:0.8886, pero:0.5251, no:0.4735"
"564","mixto","ok, El zapatos llegó rápido, pero tenía un rayón. en fin","zapato:1.4907, rayón:1.4015, rápido:1.0488, pero:0.6564"
"565","mixto","El rasuradora funciona bien, pero llegó golpeado.","rasuradora:1.1423, golpeado:1.0272, bien:0.6568, funcionar:0.6398, pero:0.5251"
"566","mixto","El chamarra funciona bien, pero llegó golpeado.","chamarra:1.1423, golpeado:1.0272, bien:0.6568, funcionar:0.6398, pero:0.5251"
"567","mixto","Me gustó el precio del crema, pero el material no tanto.","crema:0.8906, material:0.7119, precio:0.6502, gustar:0.6030, pero:0.4376"
"568","mixto","El cable USB es útil, aunque venía incompleto.","usb:0.9519, útil:0.8906, cable:0.8560, incompleto:0.8560, venir:0.6224"
"569","mixto","la verdad Me gustó el precio del power bank, pero el material no tanto.!!!","bank:0.7748, power:0.7748, material:0.6102, precio:0.5573, gustar:0.5169"
"570","mixto","El cuchillo funciona bien, pero llegó golpeado.","cuchillo:1.3620, golpeado:1.0272, bien:0.6568, funcionar:0.6398, pero:0.5251"
"571","mixto","Me gustó el juego de mesa, aunque tardó en llegar.","juego:1.0195, mesa:1.0195, llegar:0.8459, tardar:0.8030, gustar:0.6030"
"572","mixto","El licuadora está bonito, pero se siente frágil.","frágil:1.3777, licuadora:1.3777, bonito:1.2161, pero:0.6564"
"573","mixto","El peluche cumple, aunque esperaba mejor calidad.","peluche:1.0499, esperar:0.6837, mejor:0.6837, cumplir:0.6224, calidad:0.5857"
"574","mixto","Buen juego de mesa, pero el empaque venía abierto.","juego:0.8739, mesa:0.8739, abierto:0.7430, empaque:0.6949, venir:0.5335"
"575","mixto","El olla funciona, pero la batería dura poco.","olla:1.3045, duro:1.0272, batería:0.9826, funcionar:0.6398, pero:0.5251"
"576","mixto","El protector solar cumple, aunque esperaba mejor calidad.","protector:0.9318, solar:0.9318, esperar:0.5860, mejor:0.5860, cumplir:0.5335"
"577","mixto","El gorra es útil, aunque venía incompleto.","gorra:1.1926, útil:1.0688, incompleto:1.0272, venir:0.7469, aunque:0.6568"
"578","mixto","El taza cumple, aunque esperaba mejor calidad.","taza:1.1350, esperar:0.6837, mejor:0.6837, cumplir:0.6224, calidad:0.5857"
"579","mixto","El figura está bonito, pero se siente frágil.","figura:1.5292, frágil:1.3777, bonito:1.2161, pero:0.6564"
"580","mixto","El jabón es útil, aunque venía incompleto.","jabón:1.1212, útil:1.0688, incompleto:1.0272, venir:0.7469, aunque:0.6568"
"581","mixto","El chamarra llegó rápido, pero tenía un rayón.","chamarra:1.4279, rayón:1.4015, rápido:1.0488, pero:0.6564"
"582","mixto","El pantalón sirve, pero no es igual a la foto.","pantalón:1.1022, foto:0.9461, servir:0.8886, pero:0.5251, no:0.4735"
"583","mixto","El plancha de cabello llegó rápido, pero tenía un rayón.","cabello:1.2599, plancha:1.1212, rayón:1.1212, rápido:0.8390, pero:0.5251"
"584","mixto","El pelota sirve, pero no es igual a la foto.","pelota:1.2599, foto:0.9461, servir:0.8886, pero:0.5251, no:0.4735"
"585","mixto","sinceramente Me gustó el figura, aunque tardó en llegar.","figura:1.0195, sinceramente:0.9344, llegar:0.8459, tardar:0.8030, gustar:0.6030"
"586","mixto","El shampoo sirve, pero no es igual a la foto.","shampoo:1.3045, foto:0.9461, servir:0.8886, pero:0.5251, no:0.4735"
"587","mixto","El tabla para picar llegó rápido, pero tenía un rayón.","picar:1.3045, tabla:1.3045, rayón:1.1212, rápido:0.8390, pero:0.5251"
"588","mixto","El cepillo llegó rápido, pero tenía un rayón.","cepillo:1.7025, rayón:1.4015, rápido:1.0488, pero:0.6564"
"589","mixto","El crema llegó rápido, pero tenía un rayón.","rayón:1.4015, crema:1.3360, rápido:1.0488, pero:0.6564"
"590","mixto","El bocina es útil, aunque venía incompleto.","útil:1.0688, bocina:1.0539, incompleto:1.0272, venir:0.7469, aunque:0.6568"
"591","mixto","El pantalón cumple, aunque esperaba mejor calidad.","pantalón:0.9185, esperar:0.6837, mejor:0.6837, cumplir:0.6224, calidad:0.5857"
"592","mixto","Me gustó el jabón, aunque tardó en llegar.","jabón:1.1212, llegar:1.0151, tardar:0.9635, gustar:0.7237, aunque:0.6568"
"593","mixto","Me gustó el precio del tenis, pero el material no tanto.","tenis:0.9040, material:0.7119, precio:0.6502, gustar:0.6030, pero:0.4376"
"594","mixto","El juguete funciona bien, pero llegó golpeado.","juguete:1.0848, golpeado:1.0272, bien:0.6568, funcionar:0.6398, pero:0.5251"
"595","mixto","ok, El drone infantil llegó rápido, pero tenía un rayón.!!!","drone:1.2234, infantil:1.2234, rayón:1.1212, rápido:0.8390, pero:0.5251"
"596","mixto","El pelota funciona, pero la batería dura poco.","pelota:1.2599, duro:1.0272, batería:0.9826, funcionar:0.6398, pero:0.5251"
"597","mixto","pues El lámpara led funciona, pero la batería dura poco. pero bueno","led:0.8513, lámpara:0.7646, pero:0.6564, duro:0.6420, batería:0.6141"
"598","mixto","El juego de mesa funciona bien, pero llegó golpeado.","juego:1.0195, mesa:1.0195, golpeado:0.8560, bien:0.5473, funcionar:0.5332"
"599","mixto","El mouse está bonito, pero se siente frágil.","frágil:1.3777, mouse:1.3560, bonito:1.2161, pero:0.6564"
"600","mixto","El short funciona, pero la batería dura poco.","short:1.2599, duro:1.0272, batería:0.9826, funcionar:0.6398, pero:0.5251"
"601","positivo","Pensé que por el precio iba a estar regular, sin embargo los audífonos me sorprendieron para bien.","sorprender:0.7287, audífono:0.6889, regular:0.6501, embargo:0.6273, pensar:0.6141"
"602","negativo","No recomiendo la cafetera; desde el primer día empezó a fallar.","cafetera:1.3045, empezar:1.1212, fallar:0.9635, recomeir:0.9015, no:0.4735"
"603","neutro","La plancha llegó en una caja color café y contiene los accesorios mostrados.","café:0.8739, contener:0.8518, mostrado:0.8518, plancha:0.8009, accesorio:0.6949"
"604","mixto","Cumple, pero pudo estar mejor.","mejor:1.3674, cumplir:1.2448, pero:0.8752"
"605","positivo","No tengo quejas sobre la licuadora; todo llegó completo y funciona como debe.","licuadoro:1.4431, queja:1.1659, completo:0.8542, funcionar:0.6398, no:0.4735"
"606","negativo","La neta salió malo, no duró ni una semana.","durar:1.0499, semana:1.0499, salir:0.8107, neta:0.7955, malo:0.7033"
"607","neutro","Recibí la licuadora hoy; todavía no hago pruebas.","prueba:1.5292, licuadora:1.3777, recibir:1.1827, no:0.5919"
"608","mixto","Me gustó el diseño, pero no la sensación del material.","sensación:0.9938, diseño:0.8906, material:0.7119, gustar:0.6030, pero:0.4376"
"609","positivo","Buena compra: práctico, funsional y sin detalles visibles.","funsional:1.0308, visible:0.8518, práctico:0.7634, detalle:0.6488, compra:0.5335"
"610","negativo","Aunque se veía bien en las fotos, la bocina llegó con detalles y no funciona correctamente.","correctamente:0.6680, bocina:0.6587, foto:0.5913, detalle:0.5677, aunque:0.4105"
"611","neutro","Aún no puedo decir si funciona bien o mal; apenas lo abrí.","abrí:1.5748, bien:0.8209, funcionar:0.7998, no:0.5919"
"612","mixto","No es malo, aunque por el precio esperaba algo mejor.","malo:0.7033, esperar:0.6837, mejor:0.6837, precio:0.6502, aunque:0.5473"
"613","positivo","No esperaba mucho de la plancha, pero salió muy buena y hasta ahora no me ha fallado.","plancha:0.7008, salir:0.6080, fallar:0.6022, no:0.5919, esperar:0.5128"
"614","negativo","Muy mal.","mal:3.0585, mucho:3.0585"
"615","neutro","Ya lo recibí.","recibir:4.7307"
"616","mixto","Está práctico y fácil de usar; sin embargo, el cable incluido es muy corto.","corto:0.8999, incluido:0.8009, práctico:0.7634, cable:0.7337, fácil:0.7251"
"617","positivo","Hasta ahorita todo bien con el cargador, ya lo usé varias veces y cero problemas.","ahorito:1.2234, usé:1.2234, cargador:1.0539, problema:0.9153, bien:0.6568"
"618","negativo","No sirve.","servir:2.2215, no:1.1837"
"619","neutro","El color coincide con el que aparece en las fotos.","aparecer:1.4279, coincidir:1.1933, foto:1.1827, color:1.1725"
"620","mixto","La neta sí sirve, pero no me encantó la calidad del acabado.","encantar:0.7169, acabado:0.6949, neta:0.6819, servir:0.6347, calidad:0.5020"
"621","positivo","Me encantó. No es perfecto, pero por lo que cuesta está excelente.","costar:0.9519, encantar:0.8364, perfecto:0.8274, excelente:0.7751, pero:0.4376"
"622","negativo","No hace lo que promete y además se siente de baja calidad.","bajo:1.4573, prometer:1.2840, calidad:0.8786, no:0.5919"
"623","neutro","El material es plástico y tiene acabado mate.","mate:1.5748, plástico:1.5748, acabado:1.2161, material:1.0678"
"624","mixto","Está bueno, aunque tiene sus detalles.","bueno:1.5138, detalle:1.5138, aunque:1.0946"
"625","positivo","La neta sí me gustó el perfume; se siente de buena calidad y cumple con lo que promete.","perfume:0.8159, prometer:0.7337, neta:0.6819, cumplir:0.5335, gustar:0.5169"
"626","negativo","El paquete llegó tarde y la cámara venía golpeada.","cámara:1.1423, golpeado:1.0272, tarde:0.9728, paquete:0.9226, venir:0.7469"
"627","neutro","El envío fue entregado por la tarde.","entregar:1.9431, envío:1.6214, tarde:1.6214"
"628","mixto","El reloj funciona bien, pero el envío llegó tarde y la caja venía maltratada.","maltratado:0.5938, reloj:0.5639, envío:0.5405, tarde:0.5405, caja:0.5008"
"629","positivo","Aunque el envío tardó un poco, la cafetera llegó en buenas condiciones y funciona perfecto.","cafetera:0.8153, buena:0.7454, condición:0.6420, perfecto:0.6205, envío:0.6080"
"630","negativo","Pensé que sería aceptable por el precio, pero fue una mala compra.","aceptable:0.9716, pensar:0.8188, malo:0.7033, precio:0.6502, compra:0.6224"
"631","neutro","Lo compré para uso doméstico.","doméstico:2.0998, comprar:1.5376, uso:1.5025"
"632","mixto","Me gustó la mochila, aunque el material se siente más barato de lo que esperaba.","mochila:0.9040, barato:0.8459, material:0.7119, esperar:0.6837, gustar:0.6030"
"633","positivo","No me arrepiento de la compra, ha funcionado mejor de lo que esperaba.","arrepientir:0.9519, esperar:0.6837, mejor:0.6837, compra:0.6224, funcionar:0.5332"
"634","negativo","No me gustó nada; se siente frágil y falla seguido.","seguido:1.2599, frágil:1.1022, fallar:0.9635, gustar:0.7237, no:0.4735"
"635","neutro","Tiene un botón frontal y dos indicadores laterales.","frontal:1.5748, indicador:1.5748, lateral:1.5748, botón:1.5292"
"636","mixto","La bocina está bonita y funciona, sin embargo llegó con un pequeño golpe.","golpe:0.7748, bocina:0.7528, pequeño:0.7528, embargo:0.7169, bonito:0.6949"
"637","positivo","Llegó bien empacado, sin golpes y funcionando desde el primer momento.","momento:1.0499, golpe:0.9040, empacado:0.8783, sin:0.5719, bien:0.5473"
"638","negativo","El celular funcionó una vez y después ya no quiso prender.","celular:1.4431, querer:1.2599, prender:1.1423, funcionar:0.6398, no:0.4735"
"639","neutro","El tamaño es mediano, similar al de la descripción.","mediano:1.5748, similar:1.5292, tamaño:1.4907, descripción:1.1725"
"640","mixto","Me gustó mucho, pero la batería dura menos de lo anunciado.","anunciado:1.1659, duro:1.0272, batería:0.9826, gustar:0.7237, pero:0.5251"
"641","positivo","Sí recomiendo la compra; para uso diario me ha resultado bastante buena.","resultar:1.0499, diario:0.9938, recomeir:0.7513, uso:0.7513, compra:0.6224"
"642","negativo","No volvería a comprarlo, mejor gasten un poco más en otra opción.","gastar:1.2599, opción:1.2599, volver:1.1022, mejor:0.8204, no:0.4735"
"643","neutro","No tengo una opinión todavía, solo confirmo que ya recibí el producto.","opinión:1.2599, confirmar:1.1423, recibir:0.9461, producto:0.6363, no:0.4735"
"644","mixto","No está mal, pero tampoco diría que es excelente.","excelente:1.5502, pero:0.8752, no:0.7892"
"645","positivo","No pensé decirlo, pero sí valió la pena comprar el teclado.","pena:0.8739, teclado:0.8328, valer:0.8009, pensar:0.7019, comprar:0.6590"
"646","negativo","Aunque intenté usarlo varias veces, nunca funcionó bien.","intentar:1.2234, nunca:1.2234, aunque:0.6568, bien:0.6568, funcionar:0.6398"
"647","neutro","Viene sin baterías incluidas.","incluido:1.4015, batería:1.2283, venir:0.9336, sin:0.8579"
"648","mixto","La calidad es buena; aun así, el pedido fue demasiado lento.","lento:1.4907, pedido:1.1354, calidad:0.8786, buen:0.8440"
"649","positivo","La entrega estuvo rápida y la sudadera llegó tal cual se anunciaba.","sudadera:1.5748, anunciar:1.4015, entrega:1.1441, rápido:1.0488"
"650","negativo","Decepcionante: mala calidad, mal acabado y cero confianza.","decepcionante:1.2234, confianza:1.1926, acabado:0.9728, malo:0.8440, calidad:0.7029"
"651","neutro","La publicación indica una garantía y el paquete incluye una hoja con instrucciones.","hoja:0.8999, garantía:0.8739, indicar:0.8739, instrucción:0.8739, incluir:0.8328"
"652","mixto","Sí hace su función, aunque a veces se traba.","trar:2.0998, función:1.8079, aunque:1.0946"
"653","positivo","Los audífonos se ven mejor en persona que en las fotos, muy recomendables.","recomendable:1.2234, persona:1.1659, audífono:1.1022, foto:0.9461, mejor:0.8204"
